cve_id,status,profile_det_id,previous_scan_profile_id,container_fullname,container_id,slim_scan_date,package_det_id,profile_det_id,purl,virtual_path,namespace,severity,fix_state
CVE-2018-12934,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184348,295,pkg:deb/debian/binutils-common@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2018-18483,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184348,295,pkg:deb/debian/binutils-common@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2018-20623,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184348,295,pkg:deb/debian/binutils-common@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2018-20673,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184348,295,pkg:deb/debian/binutils-common@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2018-20712,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184348,295,pkg:deb/debian/binutils-common@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2018-9996,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184348,295,pkg:deb/debian/binutils-common@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2019-1010204,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184348,295,pkg:deb/debian/binutils-common@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2020-35448,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184348,295,pkg:deb/debian/binutils-common@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2021-20197,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184348,295,pkg:deb/debian/binutils-common@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2021-20284,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184348,295,pkg:deb/debian/binutils-common@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2021-3487,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184348,295,pkg:deb/debian/binutils-common@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2021-3530,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184348,295,pkg:deb/debian/binutils-common@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2021-3549,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184348,295,pkg:deb/debian/binutils-common@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2021-3826,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184348,295,pkg:deb/debian/binutils-common@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,High,not-fixed
CVE-2021-45078,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184348,295,pkg:deb/debian/binutils-common@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2021-46195,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184348,295,pkg:deb/debian/binutils-common@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-38126,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184348,295,pkg:deb/debian/binutils-common@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-38127,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184348,295,pkg:deb/debian/binutils-common@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-38128,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184348,295,pkg:deb/debian/binutils-common@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-38533,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184348,295,pkg:deb/debian/binutils-common@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2017-13716,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184349,295,pkg:deb/debian/binutils-x86-64-linux-gnu@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2018-12934,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184349,295,pkg:deb/debian/binutils-x86-64-linux-gnu@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2018-18483,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184349,295,pkg:deb/debian/binutils-x86-64-linux-gnu@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2018-20623,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184349,295,pkg:deb/debian/binutils-x86-64-linux-gnu@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2018-20673,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184349,295,pkg:deb/debian/binutils-x86-64-linux-gnu@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2018-20712,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184349,295,pkg:deb/debian/binutils-x86-64-linux-gnu@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2018-9996,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184349,295,pkg:deb/debian/binutils-x86-64-linux-gnu@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2019-1010204,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184349,295,pkg:deb/debian/binutils-x86-64-linux-gnu@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2020-35448,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184349,295,pkg:deb/debian/binutils-x86-64-linux-gnu@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2021-20197,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184349,295,pkg:deb/debian/binutils-x86-64-linux-gnu@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2021-20284,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184349,295,pkg:deb/debian/binutils-x86-64-linux-gnu@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2021-3487,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184349,295,pkg:deb/debian/binutils-x86-64-linux-gnu@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2021-3530,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184349,295,pkg:deb/debian/binutils-x86-64-linux-gnu@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2021-3549,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184349,295,pkg:deb/debian/binutils-x86-64-linux-gnu@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2021-3826,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184349,295,pkg:deb/debian/binutils-x86-64-linux-gnu@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,High,not-fixed
CVE-2021-45078,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184349,295,pkg:deb/debian/binutils-x86-64-linux-gnu@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2021-46195,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184349,295,pkg:deb/debian/binutils-x86-64-linux-gnu@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-38126,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184349,295,pkg:deb/debian/binutils-x86-64-linux-gnu@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-38127,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184349,295,pkg:deb/debian/binutils-x86-64-linux-gnu@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-38128,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184349,295,pkg:deb/debian/binutils-x86-64-linux-gnu@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-38533,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184349,295,pkg:deb/debian/binutils-x86-64-linux-gnu@2.35.2-2?arch=amd64&upstream=binutils&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-0563,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184350,295,pkg:deb/debian/bsdutils@1:2.36.1-8+deb11u1?arch=amd64&upstream=util-linux%402.36.1-8+deb11u1&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-1304,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184353,295,pkg:deb/debian/comerr-dev@2.1-1.46.2-2?arch=amd64&upstream=e2fsprogs%401.46.2-2&distro=debian-11,,debian:distro:debian:11,High,wont-fix
CVE-2016-2781,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184354,295,pkg:deb/debian/coreutils@8.32-4+b1?arch=amd64&upstream=coreutils%408.32-4&distro=debian-11,,debian:distro:debian:11,Low,wont-fix
CVE-2017-18018,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184354,295,pkg:deb/debian/coreutils@8.32-4+b1?arch=amd64&upstream=coreutils%408.32-4&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2021-22922,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184357,295,pkg:deb/debian/curl@7.74.0-1.3+deb11u3?arch=amd64&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2021-22923,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184357,295,pkg:deb/debian/curl@7.74.0-1.3+deb11u3?arch=amd64&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-1304,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184367,295,pkg:deb/debian/e2fsprogs@1.46.2-2?arch=amd64&distro=debian-11,,debian:distro:debian:11,High,wont-fix
CVE-2018-1000021,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184383,295,pkg:deb/debian/git@1:2.30.2-1?arch=amd64&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-24765,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184383,295,pkg:deb/debian/git@1:2.30.2-1?arch=amd64&distro=debian-11,,debian:distro:debian:11,High,wont-fix
CVE-2022-24975,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184383,295,pkg:deb/debian/git@1:2.30.2-1?arch=amd64&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-29187,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184383,295,pkg:deb/debian/git@1:2.30.2-1?arch=amd64&distro=debian-11,,debian:distro:debian:11,High,wont-fix
CVE-2018-1000021,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184384,295,pkg:deb/debian/git-man@1:2.30.2-1?arch=all&upstream=git&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-24765,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184384,295,pkg:deb/debian/git-man@1:2.30.2-1?arch=all&upstream=git&distro=debian-11,,debian:distro:debian:11,High,wont-fix
CVE-2022-24975,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184384,295,pkg:deb/debian/git-man@1:2.30.2-1?arch=all&upstream=git&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2022-29187,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184384,295,pkg:deb/debian/git-man@1:2.30.2-1?arch=all&upstream=git&distro=debian-11,,debian:distro:debian:11,High,wont-fix
CVE-2005-0406,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184400,295,pkg:deb/debian/imagemagick@8:6.9.11.60+dfsg-1.3?arch=amd64&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2008-3134,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184400,295,pkg:deb/debian/imagemagick@8:6.9.11.60+dfsg-1.3?arch=amd64&distro=debian-11,,debian:distro:debian:11,Medium,not-fixed
CVE-2016-8678,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184400,295,pkg:deb/debian/imagemagick@8:6.9.11.60+dfsg-1.3?arch=amd64&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2017-11754,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184400,295,pkg:deb/debian/imagemagick@8:6.9.11.60+dfsg-1.3?arch=amd64&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2017-11755,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184400,295,pkg:deb/debian/imagemagick@8:6.9.11.60+dfsg-1.3?arch=amd64&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2017-7275,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184400,295,pkg:deb/debian/imagemagick@8:6.9.11.60+dfsg-1.3?arch=amd64&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2018-15607,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184400,295,pkg:deb/debian/imagemagick@8:6.9.11.60+dfsg-1.3?arch=amd64&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2021-20241,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184400,295,pkg:deb/debian/imagemagick@8:6.9.11.60+dfsg-1.3?arch=amd64&distro=debian-11,,debian:distro:debian:11,Medium,wont-fix
CVE-2021-20243,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184400,295,pkg:deb/debian/imagemagick@8:6.9.11.60+dfsg-1.3?arch=amd64&distro=debian-11,,debian:distro:debian:11,Medium,wont-fix
CVE-2021-20244,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184400,295,pkg:deb/debian/imagemagick@8:6.9.11.60+dfsg-1.3?arch=amd64&distro=debian-11,,debian:distro:debian:11,Medium,wont-fix
CVE-2021-20245,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184400,295,pkg:deb/debian/imagemagick@8:6.9.11.60+dfsg-1.3?arch=amd64&distro=debian-11,,debian:distro:debian:11,Medium,wont-fix
CVE-2021-20246,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184400,295,pkg:deb/debian/imagemagick@8:6.9.11.60+dfsg-1.3?arch=amd64&distro=debian-11,,debian:distro:debian:11,Medium,wont-fix
CVE-2021-20309,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184400,295,pkg:deb/debian/imagemagick@8:6.9.11.60+dfsg-1.3?arch=amd64&distro=debian-11,,debian:distro:debian:11,High,wont-fix
CVE-2021-20311,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184400,295,pkg:deb/debian/imagemagick@8:6.9.11.60+dfsg-1.3?arch=amd64&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2021-20312,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184400,295,pkg:deb/debian/imagemagick@8:6.9.11.60+dfsg-1.3?arch=amd64&distro=debian-11,,debian:distro:debian:11,High,wont-fix
CVE-2021-20313,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184400,295,pkg:deb/debian/imagemagick@8:6.9.11.60+dfsg-1.3?arch=amd64&distro=debian-11,,debian:distro:debian:11,High,wont-fix
CVE-2021-3574,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184400,295,pkg:deb/debian/imagemagick@8:6.9.11.60+dfsg-1.3?arch=amd64&distro=debian-11,,debian:distro:debian:11,Low,wont-fix
CVE-2021-39212,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184400,295,pkg:deb/debian/imagemagick@8:6.9.11.60+dfsg-1.3?arch=amd64&distro=debian-11,,debian:distro:debian:11,Low,wont-fix
CVE-2021-4219,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184400,295,pkg:deb/debian/imagemagick@8:6.9.11.60+dfsg-1.3?arch=amd64&distro=debian-11,,debian:distro:debian:11,Medium,wont-fix
CVE-2022-1114,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184400,295,pkg:deb/debian/imagemagick@8:6.9.11.60+dfsg-1.3?arch=amd64&distro=debian-11,,debian:distro:debian:11,High,wont-fix
CVE-2022-1115,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184400,295,pkg:deb/debian/imagemagick@8:6.9.11.60+dfsg-1.3?arch=amd64&distro=debian-11,,debian:distro:debian:11,Medium,wont-fix
CVE-2022-28463,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184400,295,pkg:deb/debian/imagemagick@8:6.9.11.60+dfsg-1.3?arch=amd64&distro=debian-11,,debian:distro:debian:11,High,wont-fix
CVE-2022-3213,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184400,295,pkg:deb/debian/imagemagick@8:6.9.11.60+dfsg-1.3?arch=amd64&distro=debian-11,,debian:distro:debian:11,Medium,wont-fix
CVE-2022-32545,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184400,295,pkg:deb/debian/imagemagick@8:6.9.11.60+dfsg-1.3?arch=amd64&distro=debian-11,,debian:distro:debian:11,High,wont-fix
CVE-2022-32546,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184400,295,pkg:deb/debian/imagemagick@8:6.9.11.60+dfsg-1.3?arch=amd64&distro=debian-11,,debian:distro:debian:11,High,wont-fix
CVE-2022-32547,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184400,295,pkg:deb/debian/imagemagick@8:6.9.11.60+dfsg-1.3?arch=amd64&distro=debian-11,,debian:distro:debian:11,High,wont-fix
CVE-2005-0406,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184401,295,pkg:deb/debian/imagemagick-6-common@8:6.9.11.60+dfsg-1.3?arch=all&upstream=imagemagick&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2008-3134,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184401,295,pkg:deb/debian/imagemagick-6-common@8:6.9.11.60+dfsg-1.3?arch=all&upstream=imagemagick&distro=debian-11,,debian:distro:debian:11,Medium,not-fixed
CVE-2016-8678,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184401,295,pkg:deb/debian/imagemagick-6-common@8:6.9.11.60+dfsg-1.3?arch=all&upstream=imagemagick&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2017-11754,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184401,295,pkg:deb/debian/imagemagick-6-common@8:6.9.11.60+dfsg-1.3?arch=all&upstream=imagemagick&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
CVE-2017-11755,New,295,-1,library/node:latest,1,2022-10-15 12:55:26.500000,184401,295,pkg:deb/debian/imagemagick-6-common@8:6.9.11.60+dfsg-1.3?arch=all&upstream=imagemagick&distro=debian-11,,debian:distro:debian:11,Negligible,not-fixed
